id,user_id,date_time,expense_type,additional_comments,is_active,updated,amount
688378,2,2025-09-08 20:06:09,Self,Fuel refill,True,2025-09-13 20:06:09,908.88
791010,2,2025-09-07 10:58:09,Cafeteria,Snacks with friends,True,2025-09-07 10:58:09,965.62
888165,10,2025-10-26 01:34:24,Uber/Rapido,Fuel refill,True,2025-10-26 01:34:24,4602.68
771311,3,2025-04-15 12:07:00,Self,Gift purchase,True,2025-04-20 12:07:00,3090.99
396514,3,2025-06-28 09:26:36,Cafeteria,Fuel refill,True,2025-07-02 09:26:36,1005.46
884988,8,2025-04-20 12:31:08,Others,Fuel refill,True,2025-04-24 12:31:08,4607.73
265145,4,2025-09-11 17:27:11,Self,Recharge and utilities,True,2025-09-11 17:27:11,592.96
901132,5,2025-10-11 04:23:52,Cafeteria,Gift purchase,True,2025-10-14 04:23:52,4199.77
543736,10,2025-04-15 04:35:59,Others,Snacks with friends,True,2025-04-18 04:35:59,133.51
622792,4,2025-04-28 17:15:37,Self,Paid for lunch,True,2025-04-29 17:15:37,490.54
617430,10,2025-03-18 11:49:46,Flat,Online subscription renewal,True,2025-03-22 11:49:46,1384.08
448745,2,2025-06-21 01:07:15,Self,Recharge and utilities,True,2025-06-25 01:07:15,1411.88
954215,8,2025-01-17 15:20:53,Cafeteria,Gift purchase,True,2025-01-22 15:20:53,2591.99
446149,8,2025-04-24 16:07:30,Others,Snacks with friends,True,2025-04-26 16:07:30,1500.44
602402,1,2025-02-10 13:12:15,Self,Fuel refill,True,2025-02-12 13:12:15,1910.75
263662,8,2025-05-31 10:56:39,Self,Online subscription renewal,True,2025-06-04 10:56:39,2863.4
345914,1,2025-05-19 20:04:29,Self,Cab to office,True,2025-05-19 20:04:29,4911.41
463367,6,2025-06-10 06:41:02,Flat,Fuel refill,True,2025-06-10 06:41:02,600.68
909576,3,2025-03-06 02:28:49,Flat,Snacks with friends,True,2025-03-08 02:28:49,223.52
583794,6,2025-08-20 15:03:01,Uber/Rapido,Grocery shopping,True,2025-08-25 15:03:01,3074.0
221385,2,2025-08-06 18:39:37,Flat,Cab to office,True,2025-08-08 18:39:37,4959.45
511972,9,2025-04-22 17:34:27,Self,Flat maintenance charges,True,2025-04-23 17:34:27,2854.91
786688,4,2025-07-21 05:31:49,Others,Recharge and utilities,True,2025-07-26 05:31:49,4321.21
961962,3,2025-10-07 23:52:21,Self,Flat maintenance charges,True,2025-10-07 23:52:21,1241.2
728042,4,2025-05-12 10:05:50,Flat,Flat maintenance charges,True,2025-05-13 10:05:50,4649.14
546096,8,2025-03-29 04:28:48,Others,Weekend movie,True,2025-03-30 04:28:48,3423.24
448294,4,2025-05-05 04:43:47,Cafeteria,Fuel refill,True,2025-05-09 04:43:47,1320.99
230723,2,2025-05-15 15:59:02,Uber/Rapido,Gift purchase,True,2025-05-15 15:59:02,4461.42
360042,5,2025-03-22 15:02:14,Self,Online subscription renewal,True,2025-03-26 15:02:14,3471.15
807035,8,2025-04-25 10:47:00,Flat,Snacks with friends,True,2025-04-30 10:47:00,379.04
910368,10,2025-08-23 12:32:12,Self,Grocery shopping,True,2025-08-25 12:32:12,4232.52
470778,3,2025-05-09 22:14:41,Others,Snacks with friends,True,2025-05-14 22:14:41,3522.87
964521,6,2025-09-04 22:29:58,Uber/Rapido,Grocery shopping,True,2025-09-07 22:29:58,2788.28
862032,2,2025-06-08 00:33:26,Flat,Online subscription renewal,True,2025-06-10 00:33:26,2494.32
508693,6,2025-05-30 08:22:45,Others,Grocery shopping,True,2025-06-02 08:22:45,2035.99
815812,8,2025-01-30 01:44:53,Cafeteria,Monthly rent transfer,True,2025-02-04 01:44:53,1536.32
972809,9,2025-01-28 19:47:31,Cafeteria,Online subscription renewal,True,2025-02-02 19:47:31,2984.74
375303,2,2025-07-29 13:22:42,Flat,Paid for lunch,True,2025-08-03 13:22:42,4914.69
426720,8,2025-06-09 19:58:29,Uber/Rapido,Paid for lunch,True,2025-06-11 19:58:29,4910.01
303252,6,2025-09-05 06:16:57,Self,Grocery shopping,True,2025-09-08 06:16:57,1573.07
353564,3,2025-10-10 16:49:43,Uber/Rapido,Snacks with friends,True,2025-10-12 16:49:43,918.52
234347,9,2025-09-23 09:28:35,Uber/Rapido,Fuel refill,True,2025-09-25 09:28:35,3548.7
997019,9,2025-04-14 19:53:29,Flat,Weekend movie,True,2025-04-15 19:53:29,687.86
658419,8,2025-03-14 15:40:01,Cafeteria,Gift purchase,True,2025-03-16 15:40:01,2270.11
132934,7,2025-02-23 01:35:21,Uber/Rapido,Grocery shopping,True,2025-02-23 01:35:21,685.26
676317,10,2025-07-29 10:27:24,Cafeteria,Paid for lunch,True,2025-07-31 10:27:24,135.3
301768,5,2025-04-14 05:04:09,Cafeteria,Flat maintenance charges,True,2025-04-18 05:04:09,3209.63
577538,1,2025-10-07 13:04:10,Self,Weekend movie,True,2025-10-10 13:04:10,2168.03
694509,10,2025-07-05 03:58:58,Flat,Cab to office,True,2025-07-07 03:58:58,3684.24
620887,6,2025-06-09 22:01:15,Uber/Rapido,Cab to office,True,2025-06-13 22:01:15,3394.38
193325,4,2025-07-20 08:36:57,Others,Flat maintenance charges,True,2025-07-24 08:36:57,4409.4
470795,7,2025-09-04 03:49:09,Uber/Rapido,Recharge and utilities,True,2025-09-05 03:49:09,212.55
383902,4,2025-03-12 19:25:09,Self,Snacks with friends,True,2025-03-17 19:25:09,3635.7
184222,7,2025-01-14 15:45:16,Flat,Flat maintenance charges,True,2025-01-16 15:45:16,2311.46
674976,8,2025-09-07 00:09:52,Uber/Rapido,Snacks with friends,True,2025-09-12 00:09:52,1286.55
143573,8,2025-01-31 10:22:24,Cafeteria,Online subscription renewal,True,2025-02-05 10:22:24,748.6
444425,4,2025-01-16 07:44:02,Self,Recharge and utilities,True,2025-01-20 07:44:02,4573.43
366507,1,2025-09-16 14:43:04,Uber/Rapido,Cab to office,True,2025-09-17 14:43:04,3358.15
514678,3,2025-02-03 20:39:14,Flat,Gift purchase,True,2025-02-04 20:39:14,825.3
995644,5,2025-06-18 13:56:09,Others,Recharge and utilities,True,2025-06-22 13:56:09,3285.17
809370,6,2025-07-27 14:39:29,Others,Online subscription renewal,True,2025-08-01 14:39:29,899.34
143453,7,2025-04-12 09:06:15,Cafeteria,Fuel refill,True,2025-04-16 09:06:15,2856.18
521554,6,2025-08-06 09:12:57,Self,Paid for lunch,True,2025-08-08 09:12:57,187.9
860960,4,2025-10-02 19:26:57,Uber/Rapido,Fuel refill,True,2025-10-05 19:26:57,4167.22
270222,10,2025-05-03 11:33:07,Self,Weekend movie,True,2025-05-05 11:33:07,1865.47
429666,6,2025-03-23 18:55:48,Self,Recharge and utilities,True,2025-03-28 18:55:48,2039.01
139064,1,2025-02-19 07:20:33,Self,Recharge and utilities,True,2025-02-24 07:20:33,3590.63
277398,9,2025-05-16 02:48:04,Others,Cab to office,True,2025-05-16 02:48:04,862.42
425270,3,2025-01-25 19:12:29,Uber/Rapido,Fuel refill,True,2025-01-27 19:12:29,2525.39
182679,3,2025-02-15 00:10:46,Others,Gift purchase,True,2025-02-18 00:10:46,4566.73
207715,10,2025-01-10 07:07:42,Flat,Recharge and utilities,True,2025-01-14 07:07:42,1533.69
276039,8,2025-07-14 04:32:14,Cafeteria,Cab to office,True,2025-07-14 04:32:14,2788.13
684401,7,2025-01-25 19:54:56,Self,Recharge and utilities,True,2025-01-28 19:54:56,2778.92
992167,5,2025-08-14 23:43:20,Others,Gift purchase,True,2025-08-17 23:43:20,3652.42
726807,9,2025-07-03 03:27:44,Self,Fuel refill,True,2025-07-03 03:27:44,834.59
445000,4,2025-01-31 20:54:29,Self,Gift purchase,True,2025-02-04 20:54:29,1329.99
573964,9,2025-03-22 22:01:26,Flat,Snacks with friends,True,2025-03-25 22:01:26,4914.4
352560,7,2025-02-27 03:33:40,Self,Flat maintenance charges,True,2025-03-04 03:33:40,1064.26
866244,4,2025-04-05 16:47:31,Others,Snacks with friends,True,2025-04-07 16:47:31,363.25
465404,8,2025-05-27 01:39:51,Cafeteria,Paid for lunch,True,2025-05-31 01:39:51,1417.59
497465,2,2025-09-07 04:36:24,Cafeteria,Recharge and utilities,True,2025-09-08 04:36:24,889.02
474477,7,2025-09-08 17:30:05,Cafeteria,Weekend movie,True,2025-09-10 17:30:05,664.55
927053,6,2025-06-21 19:59:13,Uber/Rapido,Recharge and utilities,True,2025-06-25 19:59:13,2885.17
485700,8,2025-02-01 18:46:38,Others,Gift purchase,True,2025-02-01 18:46:38,3691.34
291268,7,2025-04-14 06:12:52,Flat,Grocery shopping,True,2025-04-18 06:12:52,2700.85
633350,5,2025-04-13 11:50:24,Self,Grocery shopping,True,2025-04-13 11:50:24,3556.2
450320,9,2025-08-04 08:17:09,Others,Cab to office,True,2025-08-06 08:17:09,3941.86
454237,9,2025-04-12 23:53:58,Others,Flat maintenance charges,True,2025-04-12 23:53:58,1141.76
607031,9,2025-10-12 12:31:18,Others,Online subscription renewal,True,2025-10-12 12:31:18,893.9
891953,5,2025-02-15 22:58:27,Others,Monthly rent transfer,True,2025-02-20 22:58:27,1057.41
135346,1,2025-10-21 12:27:46,Cafeteria,Weekend movie,True,2025-10-23 12:27:46,2867.11
127396,10,2025-10-16 17:00:16,Others,Snacks with friends,True,2025-10-18 17:00:16,4124.88
445894,9,2025-06-11 02:33:51,Cafeteria,Grocery shopping,True,2025-06-15 02:33:51,3283.64
989245,1,2025-04-02 03:17:23,Cafeteria,Recharge and utilities,True,2025-04-06 03:17:23,4648.54
626111,8,2025-10-14 10:33:14,Self,Fuel refill,True,2025-10-18 10:33:14,1251.88
122964,9,2025-09-07 17:12:10,Others,Snacks with friends,True,2025-09-09 17:12:10,3545.31
931119,9,2025-03-06 02:18:28,Cafeteria,Weekend movie,True,2025-03-06 02:18:28,2173.99
376222,3,2025-01-07 14:33:32,Uber/Rapido,Weekend movie,True,2025-01-08 14:33:32,2868.76
395332,3,2025-09-25 10:13:14,Cafeteria,Recharge and utilities,True,2025-09-28 10:13:14,4604.93
380610,3,2025-08-27 11:03:46,Cafeteria,Cab to office,True,2025-08-28 11:03:46,539.01
450071,8,2025-03-17 17:33:53,Self,Recharge and utilities,True,2025-03-20 17:33:53,2909.31
855217,7,2025-02-15 17:51:16,Cafeteria,Flat maintenance charges,True,2025-02-17 17:51:16,264.42
865787,7,2025-07-26 03:44:51,Others,Cab to office,True,2025-07-30 03:44:51,4495.02
929387,6,2025-03-18 09:03:01,Cafeteria,Cab to office,True,2025-03-19 09:03:01,3098.47
846343,9,2025-02-12 19:26:48,Uber/Rapido,Paid for lunch,True,2025-02-15 19:26:48,1757.67
699876,10,2025-10-03 16:16:38,Flat,Online subscription renewal,True,2025-10-06 16:16:38,1945.64
141265,6,2025-06-27 04:02:08,Uber/Rapido,Grocery shopping,True,2025-07-02 04:02:08,2835.03
411631,9,2025-10-22 13:26:35,Others,Fuel refill,True,2025-10-25 13:26:35,3153.76
824462,10,2025-03-19 23:04:37,Uber/Rapido,Paid for lunch,True,2025-03-20 23:04:37,753.36
961314,10,2025-04-30 21:32:52,Uber/Rapido,Grocery shopping,True,2025-05-04 21:32:52,4435.75
403798,2,2025-03-09 15:26:59,Uber/Rapido,Grocery shopping,True,2025-03-13 15:26:59,520.19
217502,9,2025-01-15 20:28:30,Uber/Rapido,Fuel refill,True,2025-01-15 20:28:30,4532.09
404979,9,2025-05-18 20:36:31,Cafeteria,Gift purchase,True,2025-05-23 20:36:31,3065.77
225602,2,2025-04-28 11:24:59,Uber/Rapido,Recharge and utilities,True,2025-04-28 11:24:59,1893.21
153285,3,2025-09-23 09:12:59,Uber/Rapido,Gift purchase,True,2025-09-24 09:12:59,391.36
492124,7,2025-06-29 05:27:02,Flat,Weekend movie,True,2025-06-29 05:27:02,3107.01
766257,7,2025-02-27 02:19:13,Uber/Rapido,Gift purchase,True,2025-03-01 02:19:13,4098.14
582909,10,2025-05-04 05:32:57,Cafeteria,Online subscription renewal,True,2025-05-06 05:32:57,1385.52
361395,7,2025-06-01 21:19:03,Cafeteria,Gift purchase,True,2025-06-05 21:19:03,2832.78
348777,5,2025-03-08 21:01:10,Uber/Rapido,Gift purchase,True,2025-03-13 21:01:10,3959.89
697370,1,2025-02-04 15:10:04,Uber/Rapido,Weekend movie,True,2025-02-06 15:10:04,399.33
442664,10,2025-08-29 01:49:22,Self,Paid for lunch,True,2025-08-31 01:49:22,998.71
664837,5,2025-06-30 19:24:13,Flat,Gift purchase,True,2025-07-03 19:24:13,3291.02
418890,6,2025-03-09 03:26:54,Others,Recharge and utilities,True,2025-03-13 03:26:54,4476.58
887400,2,2025-03-03 14:43:14,Cafeteria,Flat maintenance charges,True,2025-03-08 14:43:14,2547.67
157326,3,2025-05-28 20:31:08,Self,Flat maintenance charges,True,2025-05-31 20:31:08,3699.45
426253,8,2025-01-24 20:53:45,Self,Online subscription renewal,True,2025-01-24 20:53:45,3071.94
952264,8,2025-02-22 02:00:55,Cafeteria,Snacks with friends,True,2025-02-22 02:00:55,497.5
947188,1,2025-07-02 04:07:39,Others,Flat maintenance charges,True,2025-07-03 04:07:39,4505.39
482952,1,2025-03-05 23:41:23,Others,Gift purchase,True,2025-03-10 23:41:23,1970.0
167921,9,2025-03-03 16:40:32,Self,Snacks with friends,True,2025-03-08 16:40:32,4763.47
151596,4,2025-04-19 21:01:28,Cafeteria,Snacks with friends,True,2025-04-23 21:01:28,3956.09
161901,2,2025-05-20 21:23:06,Uber/Rapido,Snacks with friends,True,2025-05-25 21:23:06,2315.91
198545,9,2025-09-05 09:54:32,Others,Weekend movie,True,2025-09-06 09:54:32,3399.11
415004,1,2025-02-07 13:44:24,Uber/Rapido,Monthly rent transfer,True,2025-02-09 13:44:24,1276.44
692073,7,2025-06-22 05:30:14,Uber/Rapido,Monthly rent transfer,True,2025-06-22 05:30:14,2373.2
158852,5,2025-07-08 02:44:39,Flat,Weekend movie,True,2025-07-12 02:44:39,4438.36
812288,3,2025-07-30 23:30:41,Cafeteria,Gift purchase,True,2025-08-04 23:30:41,2654.07
411575,9,2025-10-12 02:47:41,Self,Gift purchase,True,2025-10-12 02:47:41,2325.35
943682,6,2025-07-11 08:18:37,Uber/Rapido,Monthly rent transfer,True,2025-07-13 08:18:37,596.74
528967,6,2025-10-19 18:23:35,Uber/Rapido,Weekend movie,True,2025-10-22 18:23:35,2714.89
554440,3,2025-09-10 15:03:21,Self,Monthly rent transfer,True,2025-09-12 15:03:21,2485.88
349578,3,2025-06-11 19:40:23,Flat,Paid for lunch,True,2025-06-11 19:40:23,339.03
781842,2,2025-10-31 19:43:36,Others,Snacks with friends,True,2025-10-31 19:43:36,3787.01
131854,6,2025-03-30 01:45:42,Self,Online subscription renewal,True,2025-04-01 01:45:42,1002.61
787566,9,2025-10-27 00:13:33,Cafeteria,Flat maintenance charges,True,2025-10-27 00:13:33,4321.65
678419,1,2025-02-15 05:24:19,Self,Snacks with friends,True,2025-02-20 05:24:19,1482.07
394833,7,2025-04-28 21:30:14,Cafeteria,Paid for lunch,True,2025-05-01 21:30:14,4452.15
551885,7,2025-01-18 09:46:05,Others,Monthly rent transfer,True,2025-01-22 09:46:05,2566.58
769509,4,2025-06-24 11:55:51,Self,Gift purchase,True,2025-06-28 11:55:51,4383.39
688885,6,2025-01-22 10:07:09,Uber/Rapido,Cab to office,True,2025-01-24 10:07:09,2704.05
121222,8,2025-08-06 23:21:34,Cafeteria,Gift purchase,True,2025-08-08 23:21:34,1606.4
264704,10,2025-09-04 02:00:17,Self,Monthly rent transfer,True,2025-09-07 02:00:17,1041.01
450416,7,2025-09-06 13:45:59,Flat,Snacks with friends,True,2025-09-09 13:45:59,2477.19
851245,9,2025-10-25 05:35:00,Others,Monthly rent transfer,True,2025-10-25 05:35:00,4773.39
992952,4,2025-08-02 20:11:18,Flat,Paid for lunch,True,2025-08-07 20:11:18,2897.22
990374,10,2025-01-20 14:41:32,Flat,Monthly rent transfer,True,2025-01-24 14:41:32,339.22
116726,2,2025-08-08 08:32:28,Uber/Rapido,Online subscription renewal,True,2025-08-08 08:32:28,1896.99
464125,7,2025-01-11 15:55:09,Others,Monthly rent transfer,True,2025-01-15 15:55:09,3284.35
627230,8,2025-04-22 17:02:42,Cafeteria,Paid for lunch,True,2025-04-23 17:02:42,4261.51
669391,7,2025-07-28 17:42:58,Flat,Online subscription renewal,True,2025-07-28 17:42:58,3742.71
180547,1,2025-07-24 14:48:40,Cafeteria,Gift purchase,True,2025-07-24 14:48:40,1250.16
784154,10,2025-09-12 21:06:20,Cafeteria,Flat maintenance charges,True,2025-09-14 21:06:20,2947.39
780453,7,2025-09-11 18:05:53,Others,Recharge and utilities,True,2025-09-13 18:05:53,1099.27
101470,5,2025-08-25 18:31:14,Cafeteria,Snacks with friends,True,2025-08-25 18:31:14,479.29
390970,3,2025-08-06 06:28:53,Others,Cab to office,True,2025-08-11 06:28:53,1855.5
170432,6,2025-04-12 13:55:04,Flat,Flat maintenance charges,True,2025-04-14 13:55:04,325.6
245510,7,2025-03-06 08:10:17,Flat,Paid for lunch,True,2025-03-06 08:10:17,651.39
167250,5,2025-06-13 04:42:54,Self,Fuel refill,True,2025-06-15 04:42:54,4122.66
729423,9,2025-01-25 02:06:48,Uber/Rapido,Gift purchase,True,2025-01-28 02:06:48,1150.51
688567,2,2025-03-12 17:04:17,Self,Flat maintenance charges,True,2025-03-17 17:04:17,3748.24
240480,6,2025-08-03 10:47:53,Cafeteria,Recharge and utilities,True,2025-08-03 10:47:53,4649.49
905083,5,2025-07-05 13:14:33,Flat,Snacks with friends,True,2025-07-06 13:14:33,256.0
198997,5,2025-01-31 20:52:31,Cafeteria,Snacks with friends,True,2025-02-04 20:52:31,3190.25
724655,6,2025-04-29 16:02:12,Self,Recharge and utilities,True,2025-05-02 16:02:12,455.95
985181,4,2025-06-25 10:20:09,Uber/Rapido,Weekend movie,True,2025-06-30 10:20:09,1289.16
921256,8,2025-01-25 07:17:42,Uber/Rapido,Grocery shopping,True,2025-01-25 07:17:42,2425.44
267392,10,2025-01-21 11:14:20,Self,Weekend movie,True,2025-01-22 11:14:20,2356.38
338839,4,2025-10-21 06:56:14,Self,Weekend movie,True,2025-10-23 06:56:14,1074.53
508515,3,2025-06-24 01:04:51,Uber/Rapido,Snacks with friends,True,2025-06-25 01:04:51,979.6
146934,3,2025-01-13 03:55:37,Cafeteria,Recharge and utilities,True,2025-01-14 03:55:37,1134.57
522954,9,2025-06-03 09:39:31,Flat,Snacks with friends,True,2025-06-06 09:39:31,4787.4
459136,8,2025-04-29 01:59:27,Others,Weekend movie,True,2025-05-04 01:59:27,1835.76
397173,3,2025-09-03 16:49:32,Flat,Cab to office,True,2025-09-08 16:49:32,3703.55
176127,3,2025-01-23 00:35:17,Cafeteria,Snacks with friends,True,2025-01-24 00:35:17,1283.96
857221,7,2025-03-12 01:15:20,Self,Weekend movie,True,2025-03-15 01:15:20,2234.48
821673,7,2025-08-28 07:13:33,Uber/Rapido,Paid for lunch,True,2025-08-30 07:13:33,627.54
625893,4,2025-10-21 01:11:48,Others,Paid for lunch,True,2025-10-21 01:11:48,4178.42
633639,2,2025-05-28 13:33:35,Flat,Grocery shopping,True,2025-06-02 13:33:35,3457.61
896368,8,2025-05-13 07:45:14,Cafeteria,Grocery shopping,True,2025-05-17 07:45:14,1905.29
808057,8,2025-07-14 00:37:07,Others,Weekend movie,True,2025-07-18 00:37:07,1728.2
867180,6,2025-05-31 19:33:50,Cafeteria,Online subscription renewal,True,2025-06-04 19:33:50,706.99
553324,2,2025-05-31 10:42:09,Uber/Rapido,Snacks with friends,True,2025-06-02 10:42:09,3027.81
681778,10,2025-10-18 13:29:02,Uber/Rapido,Weekend movie,True,2025-10-20 13:29:02,1190.46
257109,7,2025-07-04 15:26:25,Others,Paid for lunch,True,2025-07-04 15:26:25,2917.04
829355,4,2025-08-02 13:04:00,Others,Paid for lunch,True,2025-08-02 13:04:00,1453.37
194136,6,2025-01-30 00:19:26,Self,Flat maintenance charges,True,2025-01-31 00:19:26,2741.27
249181,2,2025-09-20 08:14:49,Flat,Fuel refill,True,2025-09-23 08:14:49,4882.68
318956,3,2025-02-07 11:13:10,Flat,Cab to office,True,2025-02-07 11:13:10,4148.19
324698,1,2025-06-15 07:55:13,Flat,Weekend movie,True,2025-06-16 07:55:13,310.93
904376,4,2025-01-23 08:19:09,Flat,Recharge and utilities,True,2025-01-28 08:19:09,4215.11
961300,3,2025-04-21 13:36:24,Cafeteria,Monthly rent transfer,True,2025-04-22 13:36:24,4043.76
479388,1,2025-10-01 09:30:12,Flat,Grocery shopping,True,2025-10-05 09:30:12,1516.56
290166,8,2025-07-17 04:19:08,Self,Gift purchase,True,2025-07-17 04:19:08,2199.97
611953,1,2025-09-02 06:11:08,Uber/Rapido,Snacks with friends,True,2025-09-07 06:11:08,1278.16
230819,5,2025-08-09 01:30:03,Self,Fuel refill,True,2025-08-10 01:30:03,4155.16
121211,3,2025-06-24 09:00:44,Self,Online subscription renewal,True,2025-06-26 09:00:44,4833.51
914032,6,2025-09-05 15:43:10,Others,Paid for lunch,True,2025-09-08 15:43:10,2100.75
775941,3,2025-04-06 06:58:26,Self,Paid for lunch,True,2025-04-10 06:58:26,1273.83
862802,3,2025-06-16 21:55:51,Cafeteria,Online subscription renewal,True,2025-06-20 21:55:51,3532.67
902866,4,2025-07-02 10:04:55,Uber/Rapido,Grocery shopping,True,2025-07-03 10:04:55,891.28
820015,9,2025-09-15 05:58:54,Flat,Gift purchase,True,2025-09-17 05:58:54,882.3
358939,6,2025-01-22 07:33:01,Self,Grocery shopping,True,2025-01-25 07:33:01,877.36
452085,6,2025-10-16 17:33:26,Flat,Monthly rent transfer,True,2025-10-16 17:33:26,4882.14
862990,2,2025-07-05 19:37:59,Others,Snacks with friends,True,2025-07-06 19:37:59,1555.03
682551,4,2025-01-06 02:00:50,Flat,Paid for lunch,True,2025-01-07 02:00:50,471.23
